0.0000002393	0   0  0
-0.691059	0.693073	-1.487053	0.623051
-0.326521	0.680585	-0.757978	0.623051
-0.691059	0.693073	-0.757978	0.623051
-0.326521	0.693073	-1.122515	0.623051
-0.691059	0.693073	-1.122515	0.623051
-0.691059	0.680585	-0.393440	0.610563
-0.691059	0.693073	-0.757978	0.623051
-0.326521	0.693073	-0.757978	0.623051
0.038016	0.680585	-1.122515	0.623051
-0.326521	0.680585	-0.757978	0.623051
0.038016	0.680585	-0.757978	0.610563
-0.326521	0.693073	-1.122515	0.610563
-0.326521	0.680585	-0.757978	0.623051
-0.326521	0.680585	-0.757978	0.610563
-0.691059	0.693073	-0.393440	0.623051
-0.326521	0.680585	-1.122515	0.610563
-0.326521	0.680585	-0.393440	0.610563
-0.326521	0.680585	-0.393440	0.610563
-0.326521	0.680585	-0.393440	0.610563
0.038016	0.680585	-0.393440	0.610563
-37.873884	0.555704	-38.305340	0.548122
-36.415734	0.530728	-35.389040	0.498169
-36.051196	0.493263	-35.389040	0.448217
-36.051196	0.455799	-35.024503	0.410752
-35.686659	0.405846	-35.024503	0.373288
-28.395909	0.368382	-26.275603	0.298359
-25.115071	0.343406	-24.088378	0.285871
-25.115071	0.305941	-24.452915	0.260895
-25.115071	0.280965	-24.817453	0.235919
-24.750534	0.243501	-24.088378	0.210942
-25.115071	0.218524	-24.452915	0.185966
-24.385996	0.168572	-24.088378	0.136014
-24.750534	0.143596	-24.088378	0.123525
-24.750534	0.118619	-24.088378	0.086061
-24.021459	0.081155	-24.088378	0.073573
-24.385996	0.043691	-23.723840	0.023620
-24.021459	0.018714	-24.088378	-0.001356
-24.021459	-0.006262	-24.088378	-0.026332
-23.656921	-0.043726	-24.088378	-0.063797
-24.021459	-0.068703	-23.723840	-0.076285
-24.385996	-0.093679	-24.088378	-0.101261
-23.656921	-0.143631	-23.359303	-0.138725
-24.021459	-0.156119	-23.723840	-0.176190
-23.656921	-0.181096	-23.723840	-0.201166
-23.656921	-0.206072	-23.359303	-0.213654
-24.021459	-0.231048	-23.359303	-0.238630
-24.021459	-0.243536	-23.723840	-0.263607
-23.656921	-0.305977	-23.359303	-0.313559
-23.656921	-0.330953	-23.723840	-0.326047
-23.292384	-0.343441	-23.359303	-0.351023
-23.656921	-0.368418	-23.359303	-0.376000
-23.292384	-0.418370	-23.359303	-0.413464
-23.656921	-0.430858	-23.723840	-0.438440
-23.656921	-0.468323	-22.994765	-0.450929
-23.656921	-0.493299	-22.994765	-0.475905
-23.292384	-0.505787	-23.359303	-0.500881
-23.656921	-0.530763	-23.359303	-0.525857
-23.292384	-0.580716	-23.359303	-0.563322
-23.656921	-0.593204	-22.994765	-0.588298
-23.292384	-0.630668	-22.994765	-0.600786
-23.292384	-0.630668	-23.359303	-0.638250
-23.656921	-0.680621	-22.994765	-0.675715
-23.292384	-0.693109	-22.630228	-0.700691
-23.656921	-0.718085	-23.359303	-0.713179
-23.292384	-0.755550	-23.359303	-0.750644
-23.656921	-0.768038	-22.994765	-0.750644
-23.656921	-0.793014	-22.994765	-0.800596
-23.292384	-0.842967	-22.994765	-0.838061
-23.292384	-0.867943	-22.994765	-0.863037
-23.292384	-0.880431	-22.994765	-0.888013
15.713129	-0.805502	14.917135	-0.788108
12.796829	-0.805502	13.823522	-0.825572
12.796829	-0.793014	13.823522	-0.788108
12.796829	-0.768038	14.188060	-0.788108
12.432291	-0.755550	13.823522	-0.750644
12.067754	-0.755550	13.458985	-0.738156
1.860704	-0.755550	2.158322	-0.750644
1.496166	-0.755550	2.887397	-0.763132
1.496166	-0.743062	2.522860	-0.750644
1.860704	-0.755550	2.158322	-0.750644
1.496166	-0.743062	2.158322	-0.750644
1.496166	-0.743062	2.522860	-0.763132
1.496166	-0.743062	1.793785	-0.750644
1.496166	-0.755550	2.158322	-0.738156
1.496166	-0.743062	1.429247	-0.738156
1.496166	-0.743062	1.429247	-0.738156
1.131629	-0.730573	2.158322	-0.750644
0.767091	-0.743062	1.429247	-0.725667
1.131629	-0.730573	1.793785	-0.738156
1.131629	-0.730573	1.429247	-0.738156
0.767091	-0.743062	1.429247	-0.725667
1.131629	-0.743062	1.793785	-0.750644
1.496166	-0.743062	1.064710	-0.738156
0.767091	-0.730573	1.429247	-0.738156
0.767091	-0.730573	1.429247	-0.738156
0.767091	-0.743062	1.429247	-0.738156
0.767091	-0.743062	1.429247	-0.738156
0.402554	-0.730573	1.064710	-0.738156
0.767091	-0.730573	1.064710	-0.738156
0.767091	-0.743062	1.429247	-0.738156
0.767091	-0.730573	1.064710	-0.738156
0.402554	-0.730573	1.064710	-0.750644
0.402554	-0.730573	1.064710	-0.738156
0.767091	-0.730573	0.700172	-0.738156
0.402554	-0.730573	1.064710	-0.738156
0.767091	-0.718085	1.064710	-0.738156
0.402554	-0.718085	1.064710	-0.738156
0.038016	-0.718085	0.700172	-0.738156
0.402554	-0.718085	1.064710	-0.738156
0.038016	-0.718085	0.700172	-0.738156
0.402554	-0.718085	0.700172	-0.738156
0.038016	-0.718085	0.335635	-0.738156
0.402554	-0.718085	0.700172	-0.738156
0.767091	-0.705597	0.335635	-0.738156
0.402554	-0.718085	0.700172	-0.725667
0.767091	-0.718085	0.700172	-0.738156
0.402554	-0.718085	0.700172	-0.725667
0.402554	-0.718085	0.700172	-0.738156
0.767091	-0.718085	0.700172	-0.738156
0.038016	-0.718085	0.700172	-0.738156
44.147054	-0.593204	42.986522	-0.613274
42.688904	-0.568228	42.986522	-0.588298
43.053441	-0.518275	42.986522	-0.550834
42.688904	-0.430858	42.257447	-0.450929
42.688904	-0.380906	42.257447	-0.413464
41.959829	-0.330953	41.528372	-0.376000
24.462029	-0.343441	22.572422	-0.363512
24.826566	-0.293489	24.395110	-0.338535
24.462029	-0.268513	24.395110	-0.313559
24.826566	-0.218560	24.030572	-0.263607
24.097491	-0.193584	24.030572	-0.238630
