0.0000000010	0.000000	0.000000
28.863105	1.530860	-3.548858
28.863105	1.530860	-3.548858
29.437177	1.530860	-3.548858
29.437177	1.530860	-5.857058
29.437177	1.578699	-3.548858
28.863105	1.530860	-5.857058
28.863105	1.530860	-2.394758
29.437177	1.530860	-4.702958
28.863105	1.530860	-2.394758
28.863105	1.530860	-3.548858
28.863105	1.578699	-3.548858
28.863105	1.578699	-3.548858
28.863105	1.578699	-3.548858
28.863105	1.530860	-2.394758
28.863105	1.578699	-1.240658
29.437177	1.530860	-4.702958
28.863105	1.578699	-0.086558
28.863105	1.578699	-2.394758
28.863105	1.578699	-0.086558
28.863105	1.578699	-1.240658
28.863105	1.530860	-1.240658
28.863105	1.578699	-3.548858
28.289033	1.578699	-0.086558
28.863105	1.578699	-2.394758
28.863105	1.578699	-0.086558
28.863105	1.578699	1.067542
28.863105	1.578699	-1.240658
28.863105	1.578699	-0.086558
28.863105	1.578699	2.221642
28.863105	1.578699	-1.240658
28.289033	1.578699	1.067542
28.289033	1.578699	1.067542
28.289033	1.578699	1.067542
28.863105	1.578699	1.067542
28.863105	1.626539	1.067542
28.863105	1.578699	2.221642
28.863105	1.626539	1.067542
28.863105	1.578699	1.067542
28.289033	1.578699	3.375742
28.289033	1.578699	1.067542
28.289033	1.626539	2.221642
28.289033	1.626539	1.067542
28.289033	1.626539	3.375742
28.289033	1.578699	3.375742
27.714961	1.626539	2.221642
28.289033	1.578699	1.067542
28.289033	1.626539	4.529842
28.289033	1.578699	3.375742
28.289033	1.626539	4.529842
28.289033	1.578699	1.067542
28.289033	1.626539	3.375742
28.289033	1.578699	4.529842
28.289033	1.626539	4.529842
28.289033	1.578699	4.529842
28.289033	1.626539	3.375742
28.289033	1.626539	5.683942
27.714961	1.626539	4.529842
27.714961	1.626539	5.683942
27.714961	1.626539	4.529842
28.289033	1.578699	5.683942
27.714961	1.626539	5.683942
28.289033	1.578699	3.375742
27.714961	1.626539	5.683942
28.289033	1.626539	4.529842
27.714961	1.626539	5.683942
28.289033	1.626539	5.683942
28.289033	1.674378	6.838042
28.289033	1.626539	5.683942
27.714961	1.626539	5.683942
28.289033	1.626539	5.683942
27.714961	1.674378	6.838042
28.289033	1.626539	5.683942
27.714961	1.674378	7.992142
28.289033	1.626539	6.838042
27.714961	1.674378	7.992142
28.289033	1.626539	5.683942
28.289033	1.674378	5.683942
27.714961	1.626539	6.838042
27.714961	1.722217	7.992142
27.714961	1.626539	6.838042
27.714961	1.674378	5.683942
27.714961	1.674378	6.838042
27.714961	1.674378	6.838042
27.714961	1.626539	7.992142
27.714961	1.674378	9.146242
27.714961	1.674378	6.838042
27.140889	1.722217	10.300342
27.714961	1.626539	7.992142
27.714961	1.674378	5.683942
27.714961	1.674378	9.146242
27.140889	1.674378	9.146242
27.714961	1.674378	6.838042
27.140889	1.674378	9.146242
27.714961	1.674378	6.838042
27.714961	1.722217	9.146242
27.714961	1.674378	6.838042
27.714961	1.674378	9.146242
27.140889	1.674378	6.838042
27.714961	1.722217	11.454442
27.714961	1.674378	5.683942
27.140889	1.722217	10.300342
27.714961	1.722217	9.146242
27.140889	1.722217	7.992142
27.714961	1.674378	9.146242
27.140889	1.722217	9.146242
27.714961	1.674378	7.992142
27.714961	1.722217	10.300342
27.714961	1.722217	9.146242
27.714961	1.722217	10.300342
27.714961	1.674378	7.992142
27.714961	1.722217	9.146242
27.714961	1.722217	9.146242
27.140889	1.722217	9.146242
27.714961	1.674378	7.992142
27.714961	1.722217	7.992142
28.289033	1.722217	9.146242
27.140889	1.722217	10.300342
27.140889	1.722217	7.992142
27.140889	1.722217	9.146242
27.140889	1.722217	7.992142
27.140889	1.770057	9.146242
27.714961	1.722217	9.146242
27.140889	1.722217	10.300342
27.140889	1.722217	10.300342
27.140889	1.722217	10.300342
27.714961	1.722217	7.992142
27.714961	1.722217	9.146242
27.714961	1.722217	9.146242
27.140889	1.770057	6.838042
27.714961	1.722217	10.300342
27.714961	1.722217	9.146242
27.140889	1.722217	7.992142
27.714961	1.770057	7.992142
27.714961	1.722217	10.300342
27.714961	1.770057	9.146242
27.714961	1.770057	5.683942
26.566817	1.770057	10.300342
27.140889	1.770057	9.146242
27.140889	1.770057	9.146242
27.140889	1.770057	7.992142
27.140889	1.770057	10.300342
27.714961	1.722217	7.992142
27.140889	1.817896	9.146242
27.140889	1.770057	7.992142
27.714961	1.770057	10.300342
27.140889	1.770057	5.683942
27.714961	1.817896	9.146242
27.714961	1.770057	9.146242
27.140889	1.770057	6.838042
27.714961	1.722217	6.838042
27.140889	1.770057	6.838042
27.714961	1.770057	10.300342
27.714961	1.817896	7.992142
27.714961	1.817896	6.838042
27.714961	1.770057	9.146242
27.140889	1.770057	9.146242
27.140889	1.817896	7.992142
27.714961	1.770057	6.838042
27.714961	1.817896	9.146242
27.714961	1.770057	7.992142
27.140889	1.817896	7.992142
27.714961	1.817896	5.683942
27.714961	1.817896	5.683942
27.714961	1.770057	5.683942
27.140889	1.817896	5.683942
27.714961	1.817896	7.992142
27.140889	1.817896	7.992142
27.714961	1.770057	4.529842
27.140889	1.817896	7.992142
27.714961	1.817896	4.529842
27.714961	1.817896	5.683942
27.714961	1.817896	6.838042
27.714961	1.817896	5.683942
27.714961	1.817896	5.683942
27.714961	1.817896	5.683942
28.289033	1.817896	5.683942
27.714961	1.817896	6.838042
27.714961	1.817896	5.683942
27.714961	1.817896	6.838042
27.714961	1.817896	5.683942
28.289033	1.817896	5.683942
27.714961	1.817896	3.375742
27.714961	1.817896	7.992142
27.714961	1.817896	4.529842
28.289033	1.817896	7.992142
27.714961	1.817896	4.529842
27.714961	1.865735	6.838042
27.714961	1.817896	2.221642
27.714961	1.865735	4.529842
28.289033	1.817896	5.683942
27.714961	1.865735	5.683942
27.714961	1.865735	4.529842
28.289033	1.865735	4.529842
28.289033	1.817896	3.375742
27.714961	1.865735	4.529842
28.289033	1.817896	4.529842
27.714961	1.865735	2.221642
28.289033	1.865735	4.529842
27.714961	1.865735	2.221642
27.714961	1.865735	2.221642
28.289033	1.865735	4.529842
28.289033	1.865735	2.221642
28.289033	1.865735	4.529842
28.289033	1.865735	2.221642
28.289033	1.865735	2.221642
28.289033	1.865735	3.375742
28.289033	1.913575	2.221642
28.289033	1.865735	3.375742
28.289033	1.865735	1.067542
28.289033	1.865735	2.221642
28.289033	1.865735	2.221642
28.289033	1.865735	2.221642
28.289033	1.913575	1.067542
28.289033	1.865735	-0.086558
28.289033	1.865735	-0.086558
28.289033	1.865735	-0.086558
28.289033	1.865735	-0.086558
28.863105	1.913575	1.067542
28.289033	1.913575	-0.086558
28.863105	1.865735	-0.086558
28.289033	1.865735	1.067542
28.863105	1.865735	-1.240658
28.289033	1.865735	-0.086558
28.863105	1.865735	-2.394758
28.289033	1.913575	-1.240658
28.863105	1.865735	-0.086558
28.863105	1.913575	-0.086558
28.289033	1.913575	-2.394758
28.289033	1.913575	-1.240658
28.863105	1.913575	-1.240658
28.863105	1.913575	-2.394758
28.863105	1.913575	-2.394758
28.289033	1.913575	-0.086558
28.863105	1.913575	-3.548858
28.863105	1.913575	-1.240658
28.863105	1.865735	-2.394758
28.863105	1.913575	-3.548858
28.863105	1.913575	-1.240658
28.863105	1.913575	-2.394758
28.863105	1.913575	-3.548858
28.863105	1.913575	-2.394758
28.863105	1.913575	-4.702958
28.863105	1.961414	-2.394758
28.863105	1.913575	-2.394758
28.289033	1.913575	-2.394758
28.863105	1.913575	-3.548858
28.863105	1.961414	-2.394758
28.863105	1.913575	-3.548858
29.437177	1.913575	-4.702958
28.863105	1.913575	-4.702958
28.863105	1.913575	-3.548858
28.863105	1.913575	-4.702958
28.863105	1.961414	-2.394758
28.863105	1.913575	-4.702958
28.863105	1.961414	-3.548858
28.863105	1.913575	-5.857058
28.863105	1.961414	-3.548858
28.863105	1.961414	-5.857058
28.863105	1.961414	-4.702958
29.437177	1.961414	-5.857058
29.437177	1.961414	-5.857058
29.437177	1.961414	-4.702958
28.863105	1.961414	-5.857058
28.863105	1.961414	-5.857058
29.437177	1.961414	-7.011158
28.863105	1.961414	-8.165258
29.437177	2.009254	-4.702958
29.437177	1.961414	-5.857058
29.437177	1.961414	-3.548858
29.437177	2.009254	-8.165258
28.863105	1.961414	-7.011158
29.437177	1.961414	-7.011158
