0.0000000050	0.000000	0.000000	0.000000
68.050125	0.211148	76.737375	0.180984
62.258625	0.187017	72.393750	0.193050
62.258625	0.193050	72.393750	0.193050
57.915000	0.162886	69.498000	0.211148
59.362875	0.174952	72.393750	0.211148
55.019250	0.217181	66.602250	0.168919
56.467125	0.205116	68.050125	0.168919
-4.343625	-0.494691	60.810750	0.211148
-13.030875	-0.669642	60.810750	0.199083
-66.602250	-0.452461	56.467125	0.150820
-60.810750	-0.319739	56.467125	0.229247
-107.142750	-0.766167	-14.478750	-0.542953
-114.382125	-0.766167	-26.061750	-0.645511
-178.088625	-0.766167	-55.019250	-0.380067
-167.953500	-0.687741	-33.301125	-0.235280
-86.872500	-0.301641	-125.965125	-0.766167
-78.185250	-0.241312	-138.996000	-0.766167
-102.799125	0.054295	-172.297125	-0.476592
-102.799125	0.156853	-128.860875	-0.458494
-72.393750	0.012066	-102.799125	-0.573117
-63.706500	-0.030164	-127.413000	-0.392133
-92.664000	-0.229247	-99.903375	0.018098
-95.559750	-0.211148	-86.872500	-0.018098
-112.934250	-0.096525	-97.007625	-0.168919
-104.247000	-0.199083	-99.903375	-0.066361
-112.934250	-0.428330	-78.185250	0.271477
-112.934250	-0.416264	-75.289500	0.235280
-118.725750	-0.072394	-95.559750	-0.241312
-110.038500	0.006033	-98.455500	-0.217181
-83.976750	-0.042230	-107.142750	-0.277509
-82.528875	-0.054295	-105.694875	-0.295608
-86.872500	0.018098	-117.277875	-0.193050
-85.424625	0.054295	-115.830000	-0.174952
-89.768250	-0.006033	-95.559750	-0.096525
-89.768250	-0.042230	-94.111875	-0.108591
-102.799125	-0.247345	-92.664000	-0.144787
-102.799125	-0.265444	-92.664000	-0.060328
-105.694875	-0.223214	-88.320375	-0.120656
-99.903375	-0.199083	-88.320375	-0.174952
-97.007625	-0.174952	-99.903375	-0.108591
-98.455500	-0.193050	-99.903375	-0.084459
-92.664000	-0.217181	-105.694875	-0.156853
-92.664000	-0.199083	-105.694875	-0.174952
-91.216125	-0.150820	-107.142750	-0.271477
-92.664000	-0.150820	-104.247000	-0.265444
-99.903375	-0.223214	-98.455500	-0.120656
-98.455500	-0.259411	-98.455500	-0.126689
-99.903375	-0.229247	-94.111875	-0.060328
-99.903375	-0.211148	-94.111875	-0.066361
-102.799125	-0.138755	-91.216125	-0.229247
-101.351250	-0.138755	-94.111875	-0.229247
-95.559750	-0.174952	-99.903375	-0.247345
-94.111875	-0.174952	-99.903375	-0.241312
-91.216125	-0.126689	-102.799125	-0.205116
-91.216125	-0.120656	-104.247000	-0.211148
-94.111875	-0.162886	-101.351250	-0.187017
-91.216125	-0.174952	-102.799125	-0.168919
-95.559750	-0.265444	-98.455500	-0.187017
-94.111875	-0.265444	-98.455500	-0.193050
-98.455500	-0.277509	-92.664000	-0.168919
-98.455500	-0.277509	-92.664000	-0.162886
-99.903375	-0.307673	-95.559750	-0.144787
-98.455500	-0.313706	-95.559750	-0.144787
-97.007625	-0.283542	-97.007625	-0.241312
-97.007625	-0.277509	-97.007625	-0.247345
-98.455500	-0.229247	-101.351250	-0.331805
-98.455500	-0.223214	-99.903375	-0.337837
-94.111875	-0.259411	-101.351250	-0.277509
-94.111875	-0.259411	-101.351250	-0.277509
-97.007625	-0.247345	-99.903375	-0.265444
-95.559750	-0.235280	-99.903375	-0.277509
-97.007625	-0.265444	-97.007625	-0.301641
-95.559750	-0.277509	-98.455500	-0.295608
-97.007625	-0.325772	-99.903375	-0.253378
-95.559750	-0.325772	-97.007625	-0.253378
-97.007625	-0.307673	-98.455500	-0.241312
-95.559750	-0.313706	-97.007625	-0.253378
-97.007625	-0.349903	-99.903375	-0.277509
-95.559750	-0.349903	-99.903375	-0.271477
-97.007625	-0.374034	-97.007625	-0.307673
-95.559750	-0.368002	-95.559750	-0.307673
-97.007625	-0.343870	-98.455500	-0.337837
-97.007625	-0.349903	-97.007625	-0.325772
-98.455500	-0.368002	-98.455500	-0.337837
-97.007625	-0.361969	-98.455500	-0.337837
-94.111875	-0.319739	-97.007625	-0.398166
-92.664000	-0.313706	-98.455500	-0.398166
-86.872500	-0.283542	-99.903375	-0.422297
-86.872500	-0.289575	-98.455500	-0.398166
-81.081000	-0.313706	-95.559750	-0.343870
-81.081000	-0.313706	-95.559750	-0.337837
-78.185250	-0.295608	-89.768250	-0.319739
-78.185250	-0.295608	-88.320375	-0.319739
-73.841625	-0.331805	-83.976750	-0.301641
-73.841625	-0.331805	-82.528875	-0.295608
-70.945875	-0.349903	-78.185250	-0.253378
-70.945875	-0.337837	-76.737375	-0.253378
-66.602250	-0.295608	-70.945875	-0.283542
-65.154375	-0.313706	-72.393750	-0.277509
-60.810750	-0.301641	-68.050125	-0.307673
-59.362875	-0.301641	-68.050125	-0.313706
-55.019250	-0.259411	-63.706500	-0.343870
-55.019250	-0.247345	-63.706500	-0.349903
-50.675625	-0.259411	-59.362875	-0.319739
-50.675625	-0.265444	-59.362875	-0.313706
-46.332000	-0.283542	-53.571375	-0.307673
-46.332000	-0.271477	-53.571375	-0.307673
-41.988375	-0.295608	-47.779875	-0.319739
-43.436250	-0.295608	-47.779875	-0.319739
-23.166000	-0.066361	-43.436250	-0.283542
-13.030875	0.024131	-41.988375	-0.301641
59.362875	0.428330	-37.644750	-0.247345
63.706500	0.199083	-37.644750	-0.313706
88.320375	0.422297	7.239375	0.120656
97.007625	0.470559	20.270250	0.199083
169.401375	0.772200	59.362875	0.404198
167.953500	0.687741	41.988375	0.012066
94.111875	0.223214	88.320375	0.271477
78.185250	0.187017	101.351250	0.518822
94.111875	-0.090492	130.308750	0.120656
97.007625	-0.120656	102.799125	0.084459
76.737375	-0.253378	73.841625	0.271477
66.602250	-0.156853	101.351250	0.235280
78.185250	0.114623	79.633125	-0.307673
85.424625	0.108591	62.258625	-0.259411
110.038500	-0.036197	75.289500	-0.012066
108.590625	-0.024131	81.081000	-0.102558
102.799125	0.277509	94.111875	-0.229247
105.694875	0.277509	91.216125	-0.174952
112.934250	-0.006033	95.559750	0.132722
108.590625	-0.066361	97.007625	0.168919
